Configuration,Term,J,Prefix,Level (eV),Suffix,Uncertainty (eV),Splitting,Reference
"=""2s2.2p3""","=""4S*""","=""3/2""","=""""","=""0.0000""","=""""","=""0""","=""""","=""L13237"""
"=""2s2.2p3""","=""2D*""","=""5/2""","=""""","=""5.9938""","=""""","=""0.0006""","=""5.9938""","="""""
"=""2s2.2p3""","=""2D*""","=""3/2""","=""""","=""5.9982""","=""""","=""0.0006""","=""0.0044""","="""""
"=""2s2.2p3""","=""2P*""","=""1/2""","=""""","=""9.07970""","=""""","=""0.00006""","=""3.0815""","="""""
"=""2s2.2p3""","=""2P*""","=""3/2""","=""""","=""9.08396""","=""""","=""0.00006""","=""0.00426""","="""""
"=""2s.2p4""","=""4P""","=""5/2""","=""""","=""26.7632""","=""""","=""0.0006""","=""17.6792""","="""""
"=""2s.2p4""","=""4P""","=""3/2""","=""""","=""26.8917""","=""""","=""0.0006""","=""0.1285""","="""""
"=""2s.2p4""","=""4P""","=""1/2""","=""""","=""26.9591""","=""""","=""0.0006""","=""0.0674""","="""""
"=""2s.2p4""","=""2D""","=""5/2""","=""""","=""36.9340""","=""""","=""0.0012""","=""9.975""","="""""
"=""2s.2p4""","=""2D""","=""3/2""","=""""","=""36.9385""","=""""","=""0.0012""","=""0.005""","="""""
"=""2s.2p4""","=""2S""","=""1/2""","=""""","=""43.4887""","=""""","=""0.0012""","=""6.550""","="""""
"=""2s.2p4""","=""2P""","=""3/2""","=""""","=""46.2144""","=""""","=""0.0012""","=""2.726""","="""""
"=""2s.2p4""","=""2P""","=""1/2""","=""""","=""46.3633""","=""""","=""0.0012""","=""0.149""","="""""
"=""2p5""","=""2P*""","=""3/2""","=""""","=""70.4678""","=""""","=""0.0019""","=""24.104""","="""""
"=""2p5""","=""2P*""","=""1/2""","=""""","=""70.6698""","=""""","=""0.0019""","=""0.202""","="""""
"=""2s2.2p2.(3P).3s""","=""4P""","=""1/2""","=""""","=""83.210""","=""""","=""0.006""","=""12.540""","="""""
